STATE,CWA,COUNTYNAME,FIPS,TIME_ZONE,FE_AREA,LON,LAT
AL,MOB,Wilcox,1131,C,sc,-87.30820000000,31.98920000000
AL,BMX,Winston,1133,C,nw,-87.37370000000,34.14920000000
AL,BMX,Autauga,1001,C,cc,-86.64280000000,32.53490000000
AL,BMX,Chambers,1017,C,ec,-85.39200000000,32.91440000000
AL,MOB,Clarke,1025,C,sw,-87.83090000000,31.67090000000
AL,TAE,Henry,1067,C,se,-85.24140000000,31.51470000000
AL,MOB,Baldwin,1003,C,sw,-87.71710000000,30.72780000000
AL,MOB,Mobile,1097,C,sw,-88.20180000000,30.79430000000
AR,JAN,Ashley,5003,C,se,-91.76790000000,33.19120000000
AR,LZK,Baxter,5005,C,nc,-92.33700000000,36.28720000000
AR,TSA,Benton,5007,C,nw,-94.25730000000,36.33920000000
AR,LZK,Arkansas,5001,C,se,-91.37490000000,34.29080000000
AR,LZK,Bradley,5011,C,se,-92.16230000000,33.46590000000
AR,LZK,Calhoun,5013,C,sw,-92.50310000000,33.55800000000
AR,TSA,Carroll,5015,C,nw,-93.53820000000,36.34100000000
AR,JAN,Chicot,5017,C,se,-91.29400000000,33.26720000000
AR,LZK,Clark,5019,C,sw,-93.17640000000,34.05100000000
AR,MEG,Clay,5021,C,ee,-90.41730000000,36.36850000000
AR,LZK,Cleburne,5023,C,nc,-92.02670000000,35.53810000000
AR,LZK,Cleveland,5025,C,se,-92.18520000000,33.89830000000
AR,SHV,Columbia,5027,C,sw,-93.22740000000,33.21430000000
AR,LZK,Conway,5029,C,cc,-92.70140000000,35.26220000000
AR,MEG,Craighead,5031,C,ee,-90.63280000000,35.83080000000
AR,TSA,Crawford,5033,C,nw,-94.24300000000,35.58890000000
AR,MEG,Crittenden,5035,C,ee,-90.30890000000,35.20790000000
AR,MEG,Cross,5037,C,ee,-90.77130000000,35.29580000000
AR,LZK,Dallas,5039,C,sw,-92.65450000000,33.96980000000
AR,LZK,Desha,5041,C,se,-91.25400000000,33.83330000000
AR,LZK,Drew,5043,C,se,-91.72000000000,33.58950000000
AR,LZK,Faulkner,5045,C,cc,-92.33200000000,35.14700000000
AR,TSA,Franklin,5047,C,wc,-93.89060000000,35.51230000000
AR,LZK,Fulton,5049,C,nc,-91.81830000000,36.38170000000
AR,LZK,Garland,5051,C,cc,-93.15040000000,34.57670000000
AR,LZK,Grant,5053,C,cc,-92.42360000000,34.29000000000
AR,MEG,Greene,5055,C,ee,-90.55910000000,36.11770000000
AR,SHV,Hempstead,5057,C,sw,-93.66840000000,33.73540000000
AR,LZK,Hot Spring,5059,C,sw,-92.94600000000,34.31770000000
AR,SHV,Howard,5061,C,sw,-93.99350000000,34.08870000000
AR,LZK,Independence,5063,C,nc,-91.56980000000,35.74150000000
AR,LZK,Izard,5065,C,nc,-91.91340000000,36.09490000000
AR,LZK,Jackson,5067,C,ee,-91.21460000000,35.59940000000
AR,LZK,Jefferson,5069,C,se,-91.93150000000,34.26880000000
AR,LZK,Johnson,5071,C,ww,-93.45990000000,35.57010000000
AR,SHV,Lafayette,5073,C,sw,-93.60730000000,33.24080000000
AR,LZK,Lawrence,5075,C,ee,-91.10710000000,36.04130000000
AR,MEG,Lee,5077,C,ee,-90.78200000000,34.78070000000
AR,LZK,Lincoln,5079,C,se,-91.73330000000,33.95750000000
AR,SHV,Little River,5081,C,sw,-94.23430000000,33.70050000000
AR,LZK,Logan,5083,C,ww,-93.71630000000,35.21530000000
AR,LZK,Lonoke,5085,C,cc,-91.88870000000,34.75420000000
AR,LZK,Marion,5089,C,nc,-92.68420000000,36.26840000000
AR,SHV,Miller,5091,C,sw,-93.89180000000,33.31240000000
AR,MEG,Mississippi,5093,C,ee,-90.05400000000,35.76390000000
AR,LZK,Monroe,5095,C,ee,-91.20380000000,34.67780000000
AR,LZK,Montgomery,5097,C,ww,-93.65950000000,34.53880000000
AR,TSA,Madison,5087,C,nw,-93.72460000000,36.01100000000
AR,SHV,Nevada,5099,C,sw,-93.30720000000,33.66400000000
AR,LZK,Newton,5101,C,nc,-93.21790000000,35.92000000000
AR,LZK,Ouachita,5103,C,sw,-92.88200000000,33.59330000000
AR,LZK,Perry,5105,C,cc,-92.93150000000,34.94740000000
AR,MEG,Phillips,5107,C,ee,-90.84800000000,34.42830000000
AR,LZK,Pike,5109,C,sw,-93.65640000000,34.16360000000
AR,MEG,Poinsett,5111,C,ee,-90.66290000000,35.57400000000
AR,LZK,Polk,5113,C,ww,-94.22810000000,34.48580000000
AR,LZK,Pope,5115,C,cc,-93.03420000000,35.44760000000
AR,LZK,Prairie,5117,C,cc,-91.55280000000,34.82970000000
AR,LZK,Pulaski,5119,C,cc,-92.31170000000,34.76990000000
AR,LZK,Randolph,5121,C,ee,-91.02780000000,36.34150000000
AR,MEG,St. Francis,5123,C,ee,-90.74780000000,35.02200000000
AR,LZK,Saline,5125,C,cc,-92.67660000000,34.64660000000
AR,LZK,Scott,5127,C,ww,-94.06330000000,34.86080000000
AR,LZK,Searcy,5129,C,nc,-92.69950000000,35.91090000000
AR,TSA,Sebastian,5131,C,wc,-94.27400000000,35.19930000000
AR,SHV,Sevier,5133,C,sw,-94.24120000000,33.99730000000
AR,LZK,Sharp,5135,C,nc,-91.47990000000,36.16110000000
AR,LZK,Stone,5137,C,nc,-92.15670000000,35.85990000000
AR,SHV,Union,5139,C,sc,-92.59730000000,33.17130000000
AR,LZK,Van Buren,5141,C,nc,-92.51570000000,35.58070000000
AR,TSA,Washington,5143,C,nw,-94.21470000000,35.98000000000
AR,LZK,White,5145,C,cc,-91.74570000000,35.25630000000
AR,LZK,Woodruff,5147,C,ee,-91.24320000000,35.18630000000
AR,LZK,Yell,5149,C,cc,-93.41130000000,35.00260000000
AR,LZK,Boone,5009,C,nc,-93.09150000000,36.30860000000
AZ,TWC,Cochise,4003,m,se,-109.75110000000,31.87960000000
AZ,TWC,Santa Cruz,4023,m,se,-110.84660000000,31.52600000000
AZ,TWC,Graham,4009,m,se,-109.88740000000,32.93270000000
AZ,PSRFGZ,Gila,4007,m,ec,-110.81170000000,33.79970000000
AZ,PSR,Maricopa,4013,m,sc,-112.49120000000,33.34880000000
AZ,PSR,La Paz,4012,m,wc,-113.98130000000,33.72920000000
AZ,TWC,Pima,4019,m,se,-111.78990000000,32.09740000000
AZ,PSRTWC,Pinal,4021,m,se,-111.34470000000,32.90430000000
AZ,PSR,Yuma,4027,m,sw,-113.90560000000,32.76940000000
AZ,VEF,Mohave,4015,m,nw,-113.75820000000,35.70440000000
AZ,FGZ,Yavapai,4025,m,wc,-112.55380000000,34.59990000000
AZ,FGZ,Coconino,4005,Mm,nc,-111.77050000000,35.83870000000
AZ,FGZ,Navajo,4017,Mm,nc,-110.32140000000,35.39960000000
AZ,FGZ,Apache,4001,Mm,ne,-109.48880000000,35.39570000000
AZ,TWC,Greenlee,4011,m,se,-109.24010000000,33.21530000000
CA,LOX,Santa Barbara,6083,P,sw,-118.42660000000,32.80000000000
CA,LOX,Santa Barbara,6083,P,sw,-118.43180000000,32.80190000000
CA,LOX,Santa Barbara,6083,P,sw,-118.43080000000,32.80370000000
CA,LOX,Santa Barbara,6083,P,sw,-118.36870000000,32.81900000000
CA,LOX,Santa Barbara,6083,P,sw,-120.01650000000,34.67310000000
CA,LOX,Santa Barbara,6083,P,sw,-120.65190000000,34.57610000000
CA,LOX,Santa Barbara,6083,P,sw,-120.64550000000,34.60280000000
CA,LOX,Santa Barbara,6083,P,sw,-120.63990000000,34.75560000000
CA,LOX,Santa Barbara,6083,P,sw,-120.66610000000,34.89920000000
CA,VEFSGXPSR,San Bernardino,6071,P,ss,-116.17840000000,34.84150000000
CA,HNX,Kings,6031,P,cc,-119.81560000000,36.07530000000
CA,STO,Stanislaus,6099,P,cc,-120.99780000000,37.55920000000
CA,STO,Yolo,6113,P,cc,-121.90160000000,38.68670000000
CA,REV,Mono,6051,P,nn,-118.88670000000,37.93900000000
CA,MTR,Monterey,6053,P,cc,-121.23890000000,36.21690000000
CA,MTR,Marin,6041,P,nn,-122.71850000000,38.07250000000
CA,EKA,Humboldt,6023,P,nw,-123.87350000000,40.69840000000
CA,STOREV,Sierra,6091,P,nn,-120.51600000000,39.58040000000
CA,SGX,San Diego,6073,P,sw,-116.73350000000,33.03540000000
CA,SGXPSR,Riverside,6065,P,ss,-115.99390000000,33.74370000000
CA,PSR,Imperial,6025,P,se,-115.36530000000,33.03950000000
CA,HNX,Fresno,6019,P,cc,-119.65030000000,36.75840000000
CA,LOX,Los Angeles,6037,P,sw,-118.22520000000,34.32030000000
CA,LOX,Ventura,6111,P,sw,-119.08350000000,34.45670000000
CA,HNX,Kern,6029,P,cc,-118.72980000000,35.34290000000
CA,MTR,San Benito,6069,P,cc,-121.07500000000,36.60570000000
CA,HNX,Merced,6047,P,cc,-120.71800000000,37.19260000000
CA,HNXSTO,Tuolumne,6109,P,nn,-119.95480000000,38.02760000000
CA,HNX,Mariposa,6043,P,cc,-119.90550000000,37.58150000000
CA,HNX,Madera,6039,P,cc,-119.76260000000,37.21800000000
CA,HNX,Tulare,6107,P,cc,-118.80050000000,36.22010000000
CA,STOREV,Nevada,6057,P,nn,-120.76830000000,39.30140000000
CA,STOREV,Alpine,6003,P,nn,-119.82070000000,38.59730000000
CA,STO,Colusa,6011,P,cc,-122.23700000000,39.17750000000
CA,STOREV,Plumas,6063,P,nn,-120.83860000000,40.00470000000
CA,STO,San Joaquin,6077,P,cc,-121.27200000000,37.93450000000
CA,STO,Sutter,6101,P,cc,-121.69490000000,39.03450000000
CA,REVSTO,Lassen,6035,P,nn,-120.59430000000,40.67360000000
CA,MFR,Siskiyou,6093,P,nn,-122.54040000000,41.59270000000
CA,EKA,Lake,6033,P,cc,-122.75320000000,39.09970000000
CA,EKA,Trinity,6105,P,nw,-123.11260000000,40.65070000000
CA,MFRREV,Modoc,6049,P,nn,-120.72500000000,41.58990000000
CA,MTR,Santa Clara,6085,P,nn,-121.69630000000,37.23250000000
CA,MTR,Alameda,6001,P,nn,-121.88600000000,37.64660000000
CA,MTR,Napa,6055,P,nn,-122.33050000000,38.50660000000
CA,STOREV,El Dorado,6017,P,nn,-120.52470000000,38.77850000000
CA,STOREV,Placer,6061,P,cc,-120.71760000000,39.06350000000
CA,STO,Yuba,6115,P,cc,-121.35120000000,39.26910000000
CA,STO,Amador,6005,P,nn,-120.65190000000,38.44610000000
CA,STO,Calaveras,6009,P,nn,-120.55410000000,38.20460000000
CA,STO,Shasta,6089,P,nn,-122.04050000000,40.76380000000
CA,STO,Glenn,6021,P,cc,-122.39220000000,39.59840000000
CA,STO,Tehama,6103,P,nn,-122.23390000000,40.12570000000
CA,STO,Butte,6007,P,nn,-121.60070000000,39.66690000000
CA,VEF,Inyo,6027,P,sc,-117.41070000000,36.51110000000
CA,STO,Solano,6095,P,cc,-121.92660000000,38.28050000000
CA,MTR,Contra Costa,6013,P,nn,-121.92760000000,37.91630000000
CA,MTR,Santa Cruz,6087,P,nn,-122.00180000000,37.05630000000
CA,MTR,Sonoma,6097,P,nn,-122.88730000000,38.52860000000
CA,EKA,Mendocino,6045,P,nw,-123.39120000000,39.44000000000
CA,MTR,San Mateo,6081,P,nn,-122.32930000000,37.42180000000
CA,MTR,San Francisco,6075,P,nn,-122.44240000000,37.75580000000
CA,LOX,San Luis Obispo,6079,P,sw,-120.40400000000,35.38720000000
CA,STO,Sacramento,6067,P,cc,-121.33840000000,38.45420000000
CA,EKA,Del Norte,6015,P,nw,-123.89700000000,41.74310000000
CA,SGX,Orange,6059,P,sw,-117.76050000000,33.70300000000
CO,PUB,Baca,8009,M,se,-102.56050000000,37.31920000000
CO,PUB,Bent,8011,M,se,-103.07170000000,37.95510000000
CO,GLD,Cheyenne,8017,M,ec,-102.60340000000,38.82790000000
CO,PUB,Crowley,8025,M,se,-103.78490000000,38.32660000000
CO,GLD,Kit Carson,8063,M,ec,-102.60290000000,39.30540000000
CO,BOU,Logan,8075,M,ne,-103.11010000000,40.72470000000
CO,BOU,Morgan,8087,M,ne,-103.80980000000,40.26270000000
CO,PUB,Otero,8089,M,se,-103.71640000000,37.90270000000
CO,BOU,Phillips,8095,M,ne,-102.35750000000,40.59390000000
CO,PUB,Prowers,8099,M,se,-102.39330000000,37.95520000000
CO,GJT,San Juan,8111,M,sw,-107.67610000000,37.76400000000
CO,BOU,Sedgwick,8115,M,ne,-102.35180000000,40.87580000000
CO,BOU,Washington,8121,M,ne,-103.20130000000,39.97100000000
CO,GLD,Yuma,8125,M,ne,-102.42430000000,40.00290000000
CO,BOU,Denver,8031,M,ne,-104.87720000000,39.76110000000
CO,GJT,Montrose,8085,M,wc,-108.26940000000,38.40220000000
CO,GJT,San Miguel,8113,M,sw,-108.40580000000,38.00380000000
CO,GJT,Gunnison,8051,M,wc,-107.03170000000,38.66680000000
CO,BOU,Arapahoe,8005,M,ne,-104.33810000000,39.64970000000
CO,BOU,Weld,8123,M,ne,-104.39250000000,40.55490000000
CO,BOU,Elbert,8039,M,ec,-104.13590000000,39.28660000000
CO,BOU,Park,8093,M,cc,-105.71720000000,39.11930000000
CO,BOU,Clear Creek,8019,M,cc,-105.64440000000,39.68910000000
CO,BOU,Adams,8001,M,ne,-104.33790000000,39.87360000000
CO,BOU,Lincoln,8073,M,ec,-103.51400000000,38.98800000000
CO,BOU,Grand,8049,M,nc,-106.11840000000,40.10260000000
CO,BOU,Jefferson,8059,M,cc,-105.25060000000,39.58650000000
CO,GJT,Hinsdale,8053,M,sw,-107.30030000000,37.82130000000
CO,GJT,Ouray,8091,M,sw,-107.76930000000,38.15550000000
CO,GJT,Archuleta,8007,M,sw,-107.04830000000,37.19360000000
CO,GJT,Delta,8029,M,wc,-107.86300000000,38.86130000000
CO,GJT,Mesa,8077,M,wc,-108.46650000000,39.01830000000
CO,GJT,Eagle,8037,M,wc,-106.69530000000,39.62780000000
CO,GJT,Dolores,8033,M,sw,-108.51720000000,37.75160000000
CO,GJT,Montezuma,8083,M,sw,-108.59680000000,37.33840000000
CO,GJT,Routt,8107,M,nw,-106.99120000000,40.48510000000
CO,BOU,Summit,8117,M,cc,-106.11630000000,39.63420000000
CO,GJT,Moffat,8081,M,nw,-108.20730000000,40.61840000000
CO,BOU,Larimer,8069,M,nc,-105.46120000000,40.66640000000
CO,BOU,Jackson,8057,M,nc,-106.34280000000,40.66640000000
CO,BOU,Douglas,8035,M,ne,-104.92950000000,39.32970000000
CO,GJT,La Plata,8067,M,sw,-107.84350000000,37.28660000000
CO,BOU,Boulder,8013,M,ne,-105.35750000000,40.09250000000
CO,PUB,Teller,8119,M,cc,-105.16180000000,38.88220000000
CO,PUB,Custer,8027,M,se,-105.36740000000,38.10870000000
CO,PUB,Pueblo,8101,M,se,-104.51280000000,38.17340000000
CO,PUB,Huerfano,8055,M,se,-104.96060000000,37.68470000000
CO,PUB,Mineral,8079,M,sc,-106.92410000000,37.66900000000
CO,PUB,Conejos,8021,M,sc,-106.19170000000,37.20070000000
CO,PUB,Lake,8065,M,cc,-106.34510000000,39.20200000000
CO,PUB,Saguache,8109,M,cc,-106.28150000000,38.08060000000
CO,PUB,Fremont,8043,M,cc,-105.43960000000,38.47300000000
CO,PUB,Alamosa,8003,M,se,-105.78830000000,37.57290000000
CO,PUB,Chaffee,8015,M,cc,-106.19380000000,38.74660000000
CO,PUB,Rio Grande,8105,M,sc,-106.38320000000,37.58250000000
CO,PUB,El Paso,8041,M,ec,-104.52560000000,38.83210000000
CO,PUB,Costilla,8023,M,sc,-105.42830000000,37.27810000000
CO,PUB,Kiowa,8061,M,se,-102.74040000000,38.43270000000
CO,BOU,Broomfield,8014,M,ne,-105.05250000000,39.95400000000
CO,PUB,Las Animas,8071,M,se,-104.03870000000,37.31590000000
CO,GJT,Garfield,8045,M,wc,-107.90390000000,39.59930000000
CO,BOU,Gilpin,8047,M,cc,-105.52260000000,39.85760000000
CO,GJT,Rio Blanco,8103,M,nw,-108.21720000000,39.97980000000
CO,GJT,Pitkin,8097,M,wc,-106.91660000000,39.21710000000
CT,BOX,Hartford,9003,E,nn,-72.73280000000,41.80640000000
CT,BOX,Tolland,9013,E,nn,-72.33650000000,41.85500000000
CT,BOX,Windham,9015,E,nn,-71.98750000000,41.82990000000
CT,OKX,New Haven,9009,E,ss,-72.93240000000,41.41080000000
CT,ALY,Litchfield,9005,E,nn,-73.24530000000,41.79250000000
CT,OKX,New London,9011,E,ss,-72.10040000000,41.48930000000
CT,OKX,Middlesex,9007,E,ss,-72.53400000000,41.46240000000
CT,OKX,Fairfield,9001,E,ss,-73.38870000000,41.27310000000
DE,PHI,New Castle,10003,E,nn,-75.64880000000,39.58110000000
DE,PHI,Kent,10001,E,cc,-75.56880000000,39.08670000000
DE,PHI,Sussex,10005,E,ss,-75.39900000000,38.66210000000
FL,TBW,DeSoto,12027,E,sc,-81.80930000000,27.18630000000
FL,MLB,St. Lucie,12111,E,ec,-80.48360000000,27.37640000000
FL,MFL,Hendry,12051,E,ss,-81.17190000000,26.54730000000
FL,TBW,Hardee,12049,E,cc,-81.80990000000,27.49270000000
FL,TBW,Highlands,12055,E,sc,-81.34100000000,27.34340000000
FL,MLB,Osceola,12097,E,ec,-81.14960000000,28.06270000000
FL,TBW,Polk,12105,E,cc,-81.69780000000,27.94890000000
FL,MLB,Indian River,12061,E,ec,-80.61580000000,27.69290000000
FL,MLB,Okeechobee,12093,E,ec,-80.90150000000,27.42830000000
FL,MFL,Glades,12043,E,ss,-81.23970000000,26.96050000000
FL,MLB,Martin,12085,E,ec,-80.38930000000,27.08440000000
FL,MFL,Mainland Monroe,12087,E,sw,-81.03260000000,25.52050000000
FL,TBW,Pinellas,12103,E,wc,-82.72200000000,27.92800000000
FL,TBW,Sarasota,12115,E,wc,-82.32190000000,27.18100000000
FL,TBW,Sarasota,12115,E,wc,-82.27700000000,27.02670000000
FL,MFL,Broward,12011,E,se,-80.48860000000,26.15190000000
FL,MFL,Collier,12021,E,sw,-81.33930000000,26.11960000000
FL,MFL,Miami-Dade,12086,E,se,-80.56820000000,25.61710000000
FL,MFL,Palm Beach,12099,E,se,-80.43290000000,26.62300000000
FL,JAX,Clay,12019,E,ne,-81.85790000000,29.98310000000
FL,TAE,Calhoun,12013,C,pa,-85.19720000000,30.40610000000
FL,JAX,Bradford,12007,E,nn,-82.16890000000,29.95020000000
FL,JAX,Baker,12003,E,ne,-82.28460000000,30.33100000000
FL,JAX,Alachua,12001,E,nn,-82.35760000000,29.67490000000
FL,JAX,Putnam,12107,E,ne,-81.74420000000,29.60860000000
FL,JAX,Columbia,12023,E,nn,-82.62150000000,30.22430000000
FL,JAX,St. Johns,12109,E,ne,-81.44390000000,29.90130000000
FL,JAX,Gilchrist,12041,E,nn,-82.80060000000,29.72590000000
FL,JAX,Hamilton,12047,E,nn,-82.94780000000,30.49640000000
FL,TAE,Lafayette,12067,E,bb,-83.18110000000,29.98550000000
FL,TAE,Leon,12073,E,bb,-84.27780000000,30.45810000000
FL,JAX,Suwannee,12121,E,nn,-82.99150000000,30.19560000000
FL,JAX,Union,12125,E,nn,-82.37140000000,30.04390000000
FL,TAE,Madison,12079,E,bb,-83.47000000000,30.44420000000
FL,JAX,Marion,12083,E,nn,-82.05670000000,29.21030000000
FL,TAE,Jackson,12063,C,pa,-85.21940000000,30.79560000000
FL,TAE,Jackson,12063,C,pa,-84.92130000000,30.78000000000
FL,JAX,Flagler,12035,E,ne,-81.31450000000,29.46050000000
FL,TAE,Gulf,12045,CE,pa,-85.14350000000,29.94580000000
FL,TAE,Holmes,12059,C,pa,-85.81430000000,30.86790000000
FL,MOB,Okaloosa,12091,C,nw,-86.59640000000,30.70680000000
FL,MOB,Santa Rosa,12113,C,nw,-87.01720000000,30.73200000000
FL,MOB,Escambia,12033,C,nw,-87.37770000000,30.70120000000
FL,TAE,Gadsden,12039,E,bb,-84.61370000000,30.57950000000
FL,TAE,Gulf,12045,CE,pa,-85.22830000000,29.95620000000
FL,TAE,Franklin,12037,E,bb,-84.81720000000,29.87730000000
FL,JAX,Duval,12031,E,ne,-81.67400000000,30.33020000000
FL,JAX,Nassau,12089,E,ne,-81.80850000000,30.60950000000
FL,TAE,Walton,12131,C,pa,-86.16310000000,30.65980000000
FL,MLB,Seminole,12117,E,ec,-81.23620000000,28.71700000000
FL,MLB,Orange,12095,E,ec,-81.32380000000,28.51480000000
FL,TBW,Sumter,12119,E,cc,-82.08100000000,28.70460000000
FL,MLB,Lake,12069,E,ec,-81.71130000000,28.76150000000
FL,MLB,Brevard,12009,E,ec,-80.74360000000,28.26310000000
FL,MLB,Volusia,12127,E,ec,-81.19120000000,29.06040000000
FL,TBW,Lee,12071,E,sw,-81.82100000000,26.57860000000
FL,TBW,Lee,12071,E,sw,-81.89020000000,26.61350000000
FL,TBW,Charlotte,12015,E,sw,-81.89400000000,26.90690000000
FL,TBW,Charlotte,12015,E,sw,-82.10800000000,26.96890000000
FL,KEY,Lower Keys in Monroe,12087,E,,-81.55270000000,24.65140000000
FL,KEY,Middle Keys in Monroe,12087,E,,-80.98760000000,24.74710000000
FL,KEY,Upper Keys in Monroe,12087,E,,-80.41750000000,25.14960000000
FL,TAE,Washington,12133,C,pa,-85.66560000000,30.61060000000
FL,TAE,Bay,12005,C,pa,-85.61510000000,30.27970000000
FL,TAE,Walton,12131,C,pa,-85.89770000000,30.54480000000
FL,TBW,Pinellas,12103,E,wc,-82.73030000000,28.12640000000
